"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"Oleoyl-carnitine (C18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"Ophthalmic acid","Ophthalmic acid","HMDB0005765","7018721","84058","C21016",NA,"CC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O","1"
"p-Acetamidophenol (Acetaminophen Tylenol)","NA","NA","NA","NA","NA","NA","NA","0"
"PAF C-16","NA","NA","NA","NA","NA","NA","NA","0"
"Palmitic acid (16:0)","NA","NA","NA","NA","NA","NA","NA","0"
"cis-9-palmitoleic acid (16:1)","NA","NA","NA","NA","NA","NA","NA","0"
"Palmitoyl-carnitine (C16)","NA","NA","NA","NA","NA","NA","NA","0"
"Pantothenic Acid","Pantothenic acid","HMDB0000210","6613","46905","C00864",NA,"CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O","1"
"PC(14:0/0:0) myristoyl","NA","NA","NA","NA","NA","NA","NA","0"
"PC(14:0/0:0) myristoyl [M+COO","NA","NA","NA","NA","NA","NA","NA","0"
"PC(16:0/0:0) palmitoyl","NA","NA","NA","NA","NA","NA","NA","0"
"PC(16:0/0:0) palmitoyl [M+COO","NA","NA","NA","NA","NA","NA","NA","0"
"PC(16:1/0:0) palmitoleoyl","NA","NA","NA","NA","NA","NA","NA","0"
"PC(16:1/0:0) palmitoleoyl [M+COO","NA","NA","NA","NA","NA","NA","NA","0"
"PC(17:0/0:0)","LysoPC(17:0)","HMDB0012108","24779463","580913","C04230",NA,"CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"PC(17:0/0:0) [M+COO","NA","NA","NA","NA","NA","NA","NA","0"
"PC(17:0/0:0) {expRT","NA","NA","NA","NA","NA","NA","NA","0"
"PC(18:0/0:0) stearoyl","NA","NA","NA","NA","NA","NA","NA","0"
"PC(18:0/0:0) stearoyl [M+COO","NA","NA","NA","NA","NA","NA","NA","0"
"PC(18:1/0:0) oleoyl","NA","NA","NA","NA","NA","NA","NA","0"
"PC(18:1/0:0) oleoyl [M+COO","NA","NA","NA","NA","NA","NA","NA","0"
"PC(18:2/0:0) linoleoyl","NA","NA","NA","NA","NA","NA","NA","0"
"PC(18:2/0:0) linoleoyl [M+COO","NA","NA","NA","NA","NA","NA","NA","0"
"PC(18:3/0:0) linolenoyl","NA","NA","NA","NA","NA","NA","NA","0"
"PC(20:3/0:0)","NA","NA","NA","NA","NA","NA","NA","0"
"PC(20:3/0:0) [M+COO","NA","NA","NA","NA","NA","NA","NA","0"
"PC(20:4/0:0) Arachidonoyl","NA","NA","NA","NA","NA","NA","NA","0"
"PC(20:4/0:0) Arachidonoyl [M+COO","NA","NA","NA","NA","NA","NA","NA","0"
"PC(20:5/0:0)","NA","NA","NA","NA","NA","NA","NA","0"
"PC(20:5/0:0) [M+COO","NA","NA","NA","NA","NA","NA","NA","0"
"PC(22:5/0:0)","NA","NA","NA","NA","NA","NA","NA","0"
"PC(22:5/0:0) [M+COO","NA","NA","NA","NA","NA","NA","NA","0"
"PC(22:6/0:0) Docohexaenoyl","NA","NA","NA","NA","NA","NA","NA","0"
"PC(22:6/0:0) Docohexaenoyl [M+COO","NA","NA","NA","NA","NA","NA","NA","0"
"PC(O-16:0/0:0) O-palmityl","NA","NA","NA","NA","NA","NA","NA","0"
"PC(O-16:0/0:0) O-palmityl [M+COO","NA","NA","NA","NA","NA","NA","NA","0"
"PC(O-16:1/0:0)","PC(O-16:1(11Z)/0:0)",NA,"24779503",NA,NA,NA,"CCCC/C=C\CCCCCCCCCCOC(O)COP(=O)()OCC(C)(C)C","1"
"PC(P-16:0/0:0)","NA","NA","NA","NA","NA","NA","NA","0"
"PE(16:0/0:0)","LysoPE(16:0/0:0)","HMDB0011503","9547069","73004",NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"PE(18:0/0:0)","NA","NA","NA","NA","NA","NA","NA","0"
"PE(18:1(9Z)/0:0)","NA","NA","NA","NA","NA","NA","NA","0"
"PE(18:2/0:0)","NA","NA","NA","NA","NA","NA","NA","0"
"PE(22:5/0:0)","NA","NA","NA","NA","NA","NA","NA","0"
"Phosphocreatine","Phosphocreatine","HMDB0001511","587","17287","C02305","6288","CN(CC(O)=O)C(=N)NP(O)(O)=O","1"
"Propionyl-carnitine (C3)","NA","NA","NA","NA","NA","NA","NA","0"
"Pyroglutamic acid (5-oxoproline)","NA","NA","NA","NA","NA","NA","NA","0"
"S-Adenosylhomocysteine","S-Adenosylhomocysteine","HMDB0000939","439155","16680","C00021","296","N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)=O","1"
"Salicylic acid","Salicylic acid","HMDB0001895","338","16914","C00805","616","OC(=O)C1=CC=CC=C1O","1"
"Sebacic acid (C10:0-DC)","NA","NA","NA","NA","NA","NA","NA","0"
"Sphingosine-1-phosphate","Sphingosine-1-phosphate","HMDB0000277","5353956","392583","C06124","5272","CCCCCCCCCCCCC/C=C/C(C(COP(=O)(O)O)N)O","1"
"Stearic acid (18:0)","NA","NA","NA","NA","NA","NA","NA","0"
"Stearoyl-carnitine (C18)","NA","NA","NA","NA","NA","NA","NA","0"
"Taurochenodeoxycholic acid","Taurochenodesoxycholic acid","HMDB0000951","387316","16525","C05465","5897","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Taurodeoxycholate","Taurodeoxycholic acid","HMDB0000896","2733768","9410","C05463","5853","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Tetradecadienoyl-carnitine (C14:2)","NA","NA","NA","NA","NA","NA","NA","0"
"Tetradecenoyl-carnitine (C14:1)","NA","NA","NA","NA","NA","NA","NA","0"
"Tetradecenoylcarnitine (C14:1) {expRT","NA","NA","NA","NA","NA","NA","NA","0"
"Theobromine","Theobromine","HMDB0002825","5429","28946","C07480","1456","CN1C=NC2=C1C(O)=NC(=O)N2C","1"
"Theophylline","Theophylline","HMDB0001889","2153","28177","C07130","1458","CN1C2=C(NC=N2)C(=O)N(C)C1=O","1"
"Tiglyl-carnitine (C5:1iso)","NA","NA","NA","NA","NA","NA","NA","0"
"Valeryl-carnitine (C5)","NA","NA","NA","NA","NA","NA","NA","0"
"glutamate","L-Glutamic acid","HMDB0000148","33032","16015","C00025","5174","N[C@@H](CCC(O)=O)C(O)=O","1"
"2-Hydroxyoctanoate (8:0-OH)","NA","NA","NA","NA","NA","NA","NA","0"
"3-Hydroxybutyrate (BHBA) (4:0-OH)","NA","NA","NA","NA","NA","NA","NA","0"
"asparagine","L-Asparagine","HMDB0000168","6267","17196","C00152","14","N[C@@H](CC(N)=O)C(O)=O","1"
"beta-alanine","beta-Alanine","HMDB0000056","239","16958","C00099","5119","NCCC(O)=O","1"
"citrulline","Citrulline","HMDB0000904","9750","16349","C00327","16","N[C@@H](CCCNC(N)=O)C(O)=O","1"
"Laurate (12:0)","NA","NA","NA","NA","NA","NA","NA","0"
"Eicosapentaenoate (EPA; 20:5)","NA","NA","NA","NA","NA","NA","NA","0"
"glutamine","L-Glutamine","HMDB0000641","5961","18050","C00064","5614","N[C@@H](CCC(N)=O)C(O)=O","1"
"histidine","L-Histidine","HMDB0000177","6274","15971","C00135","21","N[C@@H](CC1=CN=CN1)C(O)=O","1"
"indoleacetate","Indoleacetic acid","HMDB0000197","802","16411","C00954","5211","OC(=O)CC1=CNC2=C1C=CC=C2","1"
"lysine","L-Lysine","HMDB0000182","5962","18019","C00047","5200","NCCCC[C@H](N)C(O)=O","1"
"uracil","Uracil","HMDB0000300","1174","17568","C00106","258","O=C1NC=CC(=O)N1","1"
"uridine/pseudouridine","NA","NA","NA","NA","NA","NA","NA","0"
"valine","L-Valine","HMDB0000883","6287","16414","C00183","5842","CC(C)[C@H](N)C(O)=O","1"
"pipecolate","Pipecolic acid","HMDB0000070","849","17964","C00408","50","OC(=O)C1CCCCN1","1"
"Myristoleate (14:1)","NA","NA","NA","NA","NA","NA","NA","0"
"Azelate (nonanedioate) (C9-DC)","NA","NA","NA","NA","NA","NA","NA","0"
"Taurocholcholic acid (?)","NA","NA","NA","NA","NA","NA","NA","0"
"cys-gly, oxidized","NA","NA","NA","NA","NA","NA","NA","0"
"guanosine","Guanosine","HMDB0000133","6802","16750","C00387","87","NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1","1"
"Testosterone","Testosterone","HMDB0000234","6013","17347","C00535","390","C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C","1"
"serotonin (5HT)","NA","NA","NA","NA","NA","NA","NA","0"
"3-Hydroxylaurate (12:0-OH)","NA","NA","NA","NA","NA","NA","NA","0"
"2-Methylglutaric acid (iso6:0-DC)","NA","NA","NA","NA","NA","NA","NA","0"
"5-hydroxyhexanoate (6:0-OH)","NA","NA","NA","NA","NA","NA","NA","0"
"Chenodeoxycholic acid","Chenodeoxycholic acid","HMDB0000518","10133","16755","C02528","207","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"3-methylglutarylcarnitine (C6:0-iso-DC)","NA","NA","NA","NA","NA","NA","NA","0"
"Cholic acid","Cholic acid","HMDB0000619","221493","16359","C00695","206","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"Deoxycholcholic acid","NA","NA","NA","NA","NA","NA","NA","0"
"cysteine-glutathione disulfide","Cysteineglutathione disulfide","HMDB0000656","53477713","143243",NA,"5628","C(CC(=O)N[C@@H](CSSCC(C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N","1"
"homoarginine","Homo-L-arginine","HMDB0000670","9085","27747","C01924","5640","N[C@@H](CCCCNC(N)=N)C(O)=O","1"
"indolelactate","Indolelactic acid","HMDB0000671","676157","24813","C02043","5641","O[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"Hexadecanedioate (16:0-DC)","NA","NA","NA","NA","NA","NA","NA","0"
"Isovalerylcarnitine (C5:0)","NA","NA","NA","NA","NA","NA","NA","0"
"Lithocholic acid glycine conjugate","Lithocholic acid glycine conjugate","HMDB0000698","115245","37998","C15557","5666","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C","1"
"Glycoursodeoxycholic acid","Glycoursodeoxycholic acid","HMDB0000708","12310288","542261",NA,"5676","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"kynurenate","Kynurenic acid","HMDB0000715","3845","18344","C01717","5683","OC(=O)C1=CC(=O)C2=CC=CC=C2N1","1"
"hydroxyproline","Hydroxyproline","HMDB0240251","440015","28397","C01015",NA,"[H][C@@]1(O)CN[C@@]([H])(C1)C(O)=O","1"
"Isobutyrylcarnitine (C4:0)","NA","NA","NA","NA","NA","NA","NA","0"
"5-hydroxyindoleacetate","5-Hydroxyindoleacetic acid","HMDB0000763","1826","27823","C05635","2975","OC(=O)CC1=CNC2=C1C=C(O)C=C2","1"
"Octadecanedioate (18:0-DC)","NA","NA","NA","NA","NA","NA","NA","0"
"Tetradecanedioate (14:0-DC)","NA","NA","NA","NA","NA","NA","NA","0"
"7-methylguanine","7-Methylguanine","HMDB0000897","11361","28664","C02242",NA,"CN1C=NC2=C1C(=O)N=C(N)N2","1"
"N6-succinyladenosine","NA","NA","NA","NA","NA","NA","NA","0"
"Ursodeoxycholic acid (?)","NA","NA","NA","NA","NA","NA","NA","0"
"5-methylthioadenosine (MTA)","NA","NA","NA","NA","NA","NA","NA","0"
"dimethylarginine (ADMA + SDMA)","NA","NA","NA","NA","NA","NA","NA","0"
"1-methylguanosine","1-Methylguanosine","HMDB0001563","96373","19062","C04545","6324","CN1C(N)=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=O","1"
"2-Hydroxyhexanoate (6:0-OH)","NA","NA","NA","NA","NA","NA","NA","0"
"3-Hydroxydecanoate (10:0-OH)","NA","NA","NA","NA","NA","NA","NA","0"
"Eicosanodioate (20:0-DC)","NA","NA","NA","NA","NA","NA","NA","0"
"indolepropionate","Indole-3-propionic acid","HMDB0002302","3744","43580",NA,"6602","OC(=O)CCC1=CNC2=C1C=CC=C2","1"
"cortisone","Cortisone","HMDB0002802","225609","16962","C00762","271","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C","1"
"11-dehydrocorticosterone","11-Dehydrocorticosterone","HMDB0004029","13783449",NA,"C05490","7003","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CCC4C(=O)CO)C","1"
"N2,N2-dimethylguanosine","N2,N2-Dimethylguanosine","HMDB0004824","92919","19289",NA,"7086","CN(C)C1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","1"
"gamma-glutamylalanine","gamma-Glutamylalanine","HMDB0006248","440103","50619","C03740",NA,"C[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O","1"
"phenylacetylglutamine","Phenylacetylglutamine","HMDB0006344","92258","17884","C04148",NA,"NC(=O)CC[C@H](NC(=O)CC1=CC=CC=C1)C(O)=O","1"
"Docosapentaenoate (DPA; 22:5)","NA","NA","NA","NA","NA","NA","NA","0"
"Stearidonate (18:4)","NA","NA","NA","NA","NA","NA","NA","0"
"2-myristoyl-GPC (14:0)","NA","NA","NA","NA","NA","NA","NA","0"
"13-HODE + 9-HODE","NA","NA","NA","NA","NA","NA","NA","0"
"Mead acid (20:3)","NA","NA","NA","NA","NA","NA","NA","0"
"1-pentadecanoyl-GPC (15:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-arachidoyl-GPC (20:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-eicosenoyl-GPC (20:1n9)","NA","NA","NA","NA","NA","NA","NA","0"
"1-eicosadienoyl-GPC (20:2)","NA","NA","NA","NA","NA","NA","NA","0"
"3-Hydroxypalmitate (16:0-OH)","NA","NA","NA","NA","NA","NA","NA","0"
"2-stearoyl-GPC (18:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-stearoyl-GPE (18:0)","NA","NA","NA","NA","NA","NA","NA","0"
"gamma-glutamylisoleucine","L-gamma-glutamyl-L-isoleucine","HMDB0011170","22885096","68434",NA,NA,"CC[C@H](C)[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O","1"
"phenylalanylproline","Phenylalanylproline","HMDB0011177","7020641","74750",NA,NA,"N[C@@H](CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(O)=O","1"
"2-palmitoyl-GPE (16:0)","NA","NA","NA","NA","NA","NA","NA","0"
"2-linoleoyl-GPE (18:2)","NA","NA","NA","NA","NA","NA","NA","0"
"2-arachidonoyl-GPE (20:4)","NA","NA","NA","NA","NA","NA","NA","0"
"2-eicosapentaenoyl-GPE (20:5)","NA","NA","NA","NA","NA","NA","NA","0"
"1-arachidonoyl-GPE (20:4)","NA","NA","NA","NA","NA","NA","NA","0"
"1-eicosapentaenoyl-GPE (20:5)","NA","NA","NA","NA","NA","NA","NA","0"
"1-Oleoylglycerol, MG(18:1/0:0/0:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-Linoleoylglycerol MG(18:2/0:0/0:0))","NA","NA","NA","NA","NA","NA","NA","0"
"gamma-glutamyltyrosine","gamma-Glutamyltyrosine","HMDB0011741","94340","82969",NA,NA,"N[C@@H](CCC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)C(O)=O","1"
"3,7-Dihydroxy-5-cholestenoic acid","3beta,7alpha-Dihydroxy-5-cholestenoate","HMDB0012454","3081084","81015","C17335",NA,"C[C@H](CCCC(C)C(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)O)C","1"
"N-acetylcarnosine","N-Acetylcarnosine","HMDB0012881","9903482",NA,NA,NA,"CC(=O)NCCC(=O)N[C@H](CC1=CN=CN1)C(O)=O","1"
"Hydroxybutyrylcarnitine (C4:0-OH)","NA","NA","NA","NA","NA","NA","NA","0"
"phenylalanylphenylalanine","Phenylalanylphenylalanine","HMDB0013302","6993090","72723",NA,NA,"N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O","1"
"Norgestrel","NA","NA","NA","NA","NA","NA","NA","0"
"aspartylleucine","Asp-Leu","HMDB0028757","332962",NA,NA,NA,"CC(C)CC(NC(=O)C(N)CC(O)=O)C(O)=O","1"
"isoleucylisoleucine","Isoleucyl-Isoleucine","HMDB0028910","13879965",NA,NA,NA,"CCC(C)C(N)C(=O)NC(C(C)CC)C(O)=O","1"
"isoleucylleucine","Isoleucyl-Leucine","HMDB0028911","13817313",NA,NA,NA,"CCC(C)C(N)C(=O)NC(CC(C)C)C(O)=O","1"
"phenylalanylalanine","Phenylalanyl-Alanine","HMDB0028988","5488196","73630",NA,NA,"CC(NC(=O)C(N)CC1=CC=CC=C1)C(O)=O","1"
"phenylalanylglutamate","Phenylalanyl-Glutamate","HMDB0028994","4422358","74712",NA,NA,"NC(CC1=CC=CC=C1)C(=O)NC(CCC(O)=O)C([O-])=O","1"
"phenylalanylleucine","NA","NA","NA","NA","NA","NA","NA","0"
"phenylalanyltryptophan","Phenylalanyl-Tryptophan","HMDB0029006","14410593","74751",NA,NA,"NC(CC1=CC=CC=C1)C(=O)NC(CC1=CNC2=CC=CC=C12)C(O)=O","1"
"phenylalanylvaline","Phenylalanyl-Valine","HMDB0029008","7359122","73638",NA,NA,"CC(C)C(NC(=O)C(N)CC1=CC=CC=C1)C(O)=O","1"
"gamma-glutamylglutamine","N2-gamma-Glutamylglutamine","HMDB0011738","150914","73707","C05283",NA,"N[C@@H](CCC(=O)N[C@@H](CCC(N)=O)C(O)=O)C(O)=O","1"
"gamma-glutamyltryptophan","gamma-Glutamyltryptophan","HMDB0029160","3038501","133028",NA,NA,"N[C@@H](CCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O)C(O)=O","1"
"cyclo(leu-pro)","L,L-Cyclo(leucylprolyl)","HMDB0034276","7074739","133094",NA,NA,"[H][C@@]12CCCN1C(=O)[C@]([H])(CC(C)C)N=C2O","1"
"gamma-glutamylmethionine","N-gamma-Glutamylmethionine","HMDB0034367","7009567","82965",NA,NA,"CSCC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O","1"
"Arachidonate (20:4)","NA","NA","NA","NA","NA","NA","NA","0"
"tryptophan betaine","Lenticin","HMDB0061115","442106","5832","C09213",NA,"C[N+](C)(C)[C@@H](CC1=CNC2=CC=CC=C12)C([O-])=O","1"
"acisoga","NA","NA","NA","NA","NA","NA","NA","0"
"2-linoleoyl-GPC (18:2)","NA","NA","NA","NA","NA","NA","NA","0"
"Eicosenoate (20:1)","NA","NA","NA","NA","NA","NA","NA","0"
"Hydroxystearate (18:0-OH)","NA","NA","NA","NA","NA","NA","NA","0"
"2-Hydroxystearate (18:0-OH)","NA","NA","NA","NA","NA","NA","NA","0"
"2-oleoyl-GPC (18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"pyroglutamylvaline","PyroGlu-Val","HMDB0094651","152416","132991",NA,NA,"CC(C)[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(O)=O","1"
"2-Hydroxydecanoate (10:0-OH)","NA","NA","NA","NA","NA","NA","NA","0"
"Hydroxymyristate (14:0-OH)","NA","NA","NA","NA","NA","NA","NA","0"
"3-Hydroxymyristate (14:0-OH)","NA","NA","NA","NA","NA","NA","NA","0"
"2-palmitoleoyl-GPC (16:1)","NA","NA","NA","NA","NA","NA","NA","0"
"2-palmitoyl-GPC (16:0)","NA","NA","NA","NA","NA","NA","NA","0"
"2'-O-methylguanosine","2'-O-Methylguanosine",NA,"135406950",NA,NA,NA,NA,"1"
"cis-Cyclo[L-ala-L-Pro","NA","NA","NA","NA","NA","NA","NA","0"
"1-lauroyl-GPC (12:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoylplasmanylethanolamine","NA","NA","NA","NA","NA","NA","NA","0"
"1-stearoylplasmenylethanolamine","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoleyl-plasmanyl-GPC (C16:1)","NA","NA","NA","NA","NA","NA","NA","0"
"2-pentadecanoyl-GPC (15:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-palmitoyl-plasmanyl-GPC (C16:0)","NA","NA","NA","NA","NA","NA","NA","0"
"2-margaroyl-GPC (17:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-oxo-palmitoyl-GPC (16-0-ox)","NA","NA","NA","NA","NA","NA","NA","0"
"2-nonadecanoyl-GPC (19:0)","NA","NA","NA","NA","NA","NA","NA","0"
"1-nonadecanoyl-GPC (19:0)","NA","NA","NA","NA","NA","NA","NA","0"
"2-eicosapentaenoyl-GPC (20:5n3)","NA","NA","NA","NA","NA","NA","NA","0"
"2-arachidonoyl-GPC (20:4)","NA","NA","NA","NA","NA","NA","NA","0"
"2-eicosatrienoyl-GPC (20:3)","NA","NA","NA","NA","NA","NA","NA","0"
"2-eicosenoyl-GPC (20:1n9)","NA","NA","NA","NA","NA","NA","NA","0"
"2-docosahexaenoyl-GPC (22:6)","NA","NA","NA","NA","NA","NA","NA","0"
"cis-4-decenoyl carnitine (C10:1)","NA","NA","NA","NA","NA","NA","NA","0"
"Tetradecadienyl-carnitine (C14:2)","NA","NA","NA","NA","NA","NA","NA","0"
"Myristoleoylcarnitine (C14:1)","NA","NA","NA","NA","NA","NA","NA","0"
"arginine","L-Arginine","HMDB0000517","6322","16467","C00062","5502","N[C@@H](CCCNC(N)=N)C(O)=O","1"
"2-stearoyl-GPE (18:0)","LysoPE(0:0/18:0)","HMDB0011129","53480667","133144",NA,NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"2-Methylbutyroylcarnitine (C5:0)","NA","NA","NA","NA","NA","NA","NA","0"
