"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB0000453","Delta-Hexanolactone","HMDB0000453","13204","589927",NA,"5442","CC1CCCC(=O)O1","1"
"HMDB00518","Chenodeoxycholic acid","HMDB0000518","10133","16755","C02528","207","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00552","3-Methylglutarylcarnitine","HMDB0000552","128145","70857",NA,"5536","CC(CC(=O)[O-])CC(=O)OC(CC(=O)O)C[N+](C)(C)C","1"
"HMDB00619","Cholic acid","HMDB0000619","221493","16359","C00695","206","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00626","Deoxycholic acid","HMDB0000626","222528","28834","C04483","265","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB0000656","Cysteineglutathione disulfide","HMDB0000656","53477713","143243",NA,"5628","C(CC(=O)N[C@@H](CSSCC(C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N","1"
"HMDB0000670","Homo-L-arginine","HMDB0000670","9085","27747","C01924","5640","N[C@@H](CCCCNC(N)=N)C(O)=O","1"
"HMDB0000671","Indolelactic acid","HMDB0000671","676157","24813","C02043","5641","O[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"HMDB0000672","Hexadecanedioic acid","HMDB0000672","10459","73722","C19615","5642","C(CCCCCCCC(=O)O)CCCCCCC(=O)O","1"
"HMDB00698","Lithocholic acid glycine conjugate","HMDB0000698","115245","37998","C15557","5666","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C","1"
"HMDB00708","Glycoursodeoxycholic acid","HMDB0000708","12310288","542261",NA,"5676","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB0000715","Kynurenic acid","HMDB0000715","3845","18344","C01717","5683","OC(=O)C1=CC(=O)C2=CC=CC=C2N1","1"
"HMDB0000725","4-Hydroxyproline","HMDB0000725","5810","18095","C01157","257","O[C@H]1CN[C@@H](C1)C(O)=O","1"
"HMDB00736","Isobutyryl-L-carnitine","HMDB0000736","168379","73017",NA,"5704","CC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB0000763","5-Hydroxyindoleacetic acid","HMDB0000763","1826","27823","C05635","2975","OC(=O)CC1=CNC2=C1C=C(O)C=C2","1"
"HMDB0000782","Octadecanedioic acid","HMDB0000782","70095","133086",NA,"5748","C(CCCCCCCCC(=O)O)CCCCCCCC(=O)O","1"
"HMDB0000872","Tetradecanedioic acid","HMDB0000872","13185","76308","C11002","5833","OC(=O)CCCCCCCCCCCCC(O)=O","1"
"HMDB0000897","7-Methylguanine","HMDB0000897","11361","28664","C02242",NA,"CN1C=NC2=C1C(=O)N=C(N)N2","1"
"HMDB0000912","Succinyladenosine","HMDB0000912","20849086","71169",NA,"5867","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N[C@@H](CC(O)=O)C(O)=O)N=CN=C12","1"
"HMDB00946","Ursodeoxycholic acid","HMDB0000946","31401","9907","C07880","5893","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB0001173","5'-Methylthioadenosine","HMDB0001173","439176","17509","C00170","3425","CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N","1"
"HMDB0001539","Asymmetric dimethylarginine","HMDB0001539","123831","17929","C03626","6309","N[C@@H](CCC\N=C(/N)N(C)C)C(O)=O","1"
"HMDB0001563","1-Methylguanosine","HMDB0001563","96373","19062","C04545","6324","CN1C(N)=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=O","1"
"HMDB0001624","2-Hydroxycaproic acid","HMDB0001624","99824","86542",NA,"6332","CCCCC(C(=O)O)O","1"
"HMDB0002203","3-Hydroxycapric acid","HMDB0002203","26612","132983",NA,"6544","CCCCCCCC(O)CC(=O)O","1"
"HMDB0002302","Indole-3-propionic acid","HMDB0002302","3744","43580",NA,"6602","OC(=O)CCC1=CNC2=C1C=CC=C2","1"
"HMDB0002802","Cortisone","HMDB0002802","225609","16962","C00762","271","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C","1"
"HMDB0004029","11-Dehydrocorticosterone","HMDB0004029","13783449",NA,"C05490","7003","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CCC4C(=O)CO)C","1"
"HMDB0004824","N2,N2-Dimethylguanosine","HMDB0004824","92919","19289",NA,"7086","CN(C)C1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","1"
"HMDB0006248","gamma-Glutamylalanine","HMDB0006248","440103","50619","C03740",NA,"C[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O","1"
"HMDB0006344","Phenylacetylglutamine","HMDB0006344","92258","17884","C04148",NA,"NC(=O)CC[C@H](NC(=O)CC1=CC=CC=C1)C(O)=O","1"
"HMDB0006528","Docosapentaenoic acid","HMDB0006528","5497182","53488","C16513","194","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O","1"
"HMDB0006547","Stearidonic acid","HMDB0006547","5312508","32389","C16300",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O","1"
"HMDB0007869","PC(14:0/16:0)","HMDB0007869","129657",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB0010223","9-HODE","HMDB0010223","5282945","595882",NA,NA,"CCCCC/C=C/C=C/C(CCCCCCCC(=O)O)O","1"
"HMDB0010378","5,8,11-Eicosatrienoic acid","HMDB0010378","5312531","72865",NA,NA,"CCCCCCCC\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0010381","LysoPC(15:0)","HMDB0010381","24779458","580912","C04230",NA,"CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB0010390","LysoPC(20:0)","HMDB0010390","24779473",NA,"C04230",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB0010391","LysoPC(20:1(11Z))","HMDB0010391","52924051","88685","C04230",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB0010392","LysoPC(20:2(11Z,14Z))","HMDB0010392","52924053","83055","C04230",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB0010734","(R)-3-Hydroxy-hexadecanoic acid","HMDB0010734","15569776","38247",NA,NA,"CCCCCCCCCCCCC[C@H](CC(=O)O)O","1"
"HMDB0011128","LysoPC(0:0/18:0)","HMDB0011128","24779491","76076",NA,NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB0011130","LysoPE(18:0/0:0)","HMDB0011130","9547068","75036","C21484",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"HMDB0011170","L-gamma-glutamyl-L-isoleucine","HMDB0011170","22885096","68434",NA,NA,"CC[C@H](C)[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O","1"
"HMDB0011177","Phenylalanylproline","HMDB0011177","7020641","74750",NA,NA,"N[C@@H](CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(O)=O","1"
"HMDB0011473","LysoPE(0:0/16:0)","HMDB0011473","53480922","131743",NA,NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"HMDB0011477","LysoPE(0:0/18:2(9Z,12Z))","HMDB0011477","53480926","76090",NA,NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"HMDB0011487","LysoPE(0:0/20:4(5Z,8Z,11Z,14Z))","HMDB0011487","53480936","72741",NA,NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"HMDB0011489","LysoPE(0:0/20:5(5Z,8Z,11Z,14Z,17Z))","HMDB0011489","53480938",NA,NA,NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"HMDB0011517","LysoPE(20:4(5Z,8Z,11Z,14Z)/0:0)","HMDB0011517","42607465","64395",NA,NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"HMDB0011519","LysoPE(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","HMDB0011519","52925146",NA,NA,NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"HMDB0011566","MG(18:1(11Z)/0:0/0:0)","HMDB0011566","53480977",NA,NA,NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)O","1"
"HMDB0011568","MG(18:2(9Z,12Z)/0:0/0:0)","HMDB0011568","6436630","416096",NA,NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)O","1"
"HMDB0011741","gamma-Glutamyltyrosine","HMDB0011741","94340","82969",NA,NA,"N[C@@H](CCC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)C(O)=O","1"
"HMDB12454","3 beta,7 alpha-Dihydroxy-5-cholestenoate","HMDB12454","53481408","81015","C17335",NA,"C[C@H](CCCC(C)C(=O)O)C1CCC2[C@@]1(CCC3C2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)O)C","1"
"HMDB0012881","N-Acetylcarnosine","HMDB0012881","9903482",NA,NA,NA,"CC(=O)NCCC(=O)N[C@H](CC1=CN=CN1)C(O)=O","1"
"HMDB13127","Hydroxybutyrylcarnitine","HMDB0013127","53481617",NA,NA,NA,"CC(CC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C)O","1"
"HMDB0013302","Phenylalanylphenylalanine","HMDB0013302","6993090","72723",NA,NA,"N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O","1"
"HMDB0014511","Levonorgestrel","HMDB0014511","13109","6443","C08153",NA,"CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34","1"
"HMDB0028757","Asp-Leu","HMDB0028757","332962",NA,NA,NA,"CC(C)CC(NC(=O)C(N)CC(O)=O)C(O)=O","1"
"HMDB0028910","Isoleucyl-Isoleucine","HMDB0028910","13879965",NA,NA,NA,"CCC(C)C(N)C(=O)NC(C(C)CC)C(O)=O","1"
"HMDB0028911","Isoleucyl-Leucine","HMDB0028911","13817313",NA,NA,NA,"CCC(C)C(N)C(=O)NC(CC(C)C)C(O)=O","1"
"HMDB0028988","Phenylalanyl-Alanine","HMDB0028988","5488196","73630",NA,NA,"CC(NC(=O)C(N)CC1=CC=CC=C1)C(O)=O","1"
"HMDB0028994","Phenylalanyl-Glutamate","HMDB0028994","4422358","74712",NA,NA,"NC(CC1=CC=CC=C1)C(=O)NC(CCC(O)=O)C([O-])=O","1"
"HMDB0028998","Phenylalanyl-Isoleucine","HMDB0028998","7010566","74717",NA,NA,"CCC(C)C(NC(=O)C(N)CC1=CC=CC=C1)C(O)=O","1"
"HMDB0029006","Phenylalanyl-Tryptophan","HMDB0029006","14410593","74751",NA,NA,"NC(CC1=CC=CC=C1)C(=O)NC(CC1=CNC2=CC=CC=C12)C(O)=O","1"
"HMDB0029008","Phenylalanyl-Valine","HMDB0029008","7359122","73638",NA,NA,"CC(C)C(NC(=O)C(N)CC1=CC=CC=C1)C(O)=O","1"
"HMDB0029147","N-gamma-Glutamylglutamine","HMDB0029147","21122973",NA,NA,NA,"N[C@@H](CCC(=O)NC(=O)CC[C@H](N)C(O)=O)C(O)=O","1"
"HMDB0029160","gamma-Glutamyltryptophan","HMDB0029160","3038501","133028",NA,NA,"N[C@@H](CCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O)C(O)=O","1"
"HMDB0034276","L,L-Cyclo(leucylprolyl)","HMDB0034276","7074739","133094",NA,NA,"[H][C@@]12CCCN1C(=O)[C@]([H])(CC(C)C)N=C2O","1"
"HMDB0034367","N-gamma-Glutamylmethionine","HMDB0034367","7009567","82965",NA,NA,"CSCC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O","1"
"HMDB0060102","Arachidonate","HMDB0060102","444899",NA,"C00219",NA,"CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0061115","Lenticin","HMDB0061115","442106","5832","C09213",NA,"C[N+](C)(C)[C@@H](CC1=CNC2=CC=CC=C12)C([O-])=O","1"
"HMDB0061384","N-(3-acetamidopropyl)pyrrolidin-2-one","HMDB0061384","129397","133185",NA,NA,"CC(=O)NCCCN1CCCC1=O","1"
"HMDB0061700","2-Linoleoylglycerophosphocholine","HMDB0061700","71768169","76084",NA,NA,"CCCCC\C=C/C\C=C/CCCCCCCC(=O)O[C@H](CO)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0062549","2-Hydroxystearic acid","HMDB0062549","439887","18129","C03045",NA,"CCCCCCCCCCCCCCCC[C@H](O)C(O)=O","1"
"HMDB0094651","PyroGlu-Val","HMDB0094651","152416","132991",NA,NA,"CC(C)[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(O)=O","1"
"HMDB0094656","2-Hydroxydecanoate","HMDB0094656","5312797","133172",NA,NA,"CCCCCCCCC(O)C(=O)O","1"
"HMDB0094672","3-Hydroxymyristate","HMDB0094672","16064","85148",NA,NA,"CCCCCCCCCCCC(O)CC(O)=O","1"
"HMDB0011129","LysoPE(0:0/18:0)","HMDB0011129","53480667","133144",NA,NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"HMDB00378","2-Methylbutyroylcarnitine","HMDB0000378","6426901","73026",NA,"5367","CCC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
